RCPs,RegName,Data_  1,Data_  2,Data_  3,Data_  4,Data_  5,Data_  6,Data_  7,Data_  8,Data_  9,Data_ 10,Data_ 11,Data_ 12,Data_ 13,Data_ 14,Data_ 15,Data_ 16,Data_ 17,Data_ 18,Data_ 19,Data_ 20,Data_ 21,Data_ 22,Data_ 23,Data_ 24,Data_ 25,Data_ 26,Data_ 27,Data_ 28,Data_ 29,Data_ 30,Data_ 31,Data_ 32,Data_ 33,Data_ 34,Data_ 35,Data_ 36,Data_ 37,Data_ 38,Data_ 39,Data_ 40,Data_ 41,Data_ 42,Data_ 43,Data_ 44,Data_ 45,Data_ 46,Data_ 47,Data_ 48,Data_ 49,Data_ 50,Data_ 51,Data_ 52,Data_ 53,Data_ 54,Data_ 55,Data_ 56,Data_ 57,Data_ 58,Data_ 59,Data_ 60,Data_ 61,Data_ 62,Data_ 63,Data_ 64,Data_ 65,Data_ 66,Data_ 67,Data_ 68,Data_ 69,Data_ 70,Data_ 71,Data_ 72,Data_ 73,Data_ 74,Data_ 75,Data_ 76,Data_ 77,Data_ 78,Data_ 79,Data_ 80,Data_ 81,Data_ 82,Data_ 83,Data_ 84,Data_ 85,Data_ 86,Data_ 87,Data_ 88,Data_ 89,Data_ 90,Data_ 91,Data_ 92,Data_ 93,Data_ 94,Data_ 95,Data_ 96,Data_ 97,Data_ 98,Data_ 99,Data_100,Data_101,Data_102,Data_103,Data_104,Data_105,Data_106,Data_107,Data_108,Data_109,Data_110,Data_111,Data_112,Data_113,Data_114,Data_115,Data_116,Data_117,Data_118,Data_119
RCP4.5,	HAMILTON-WENTWORTH,3725.4,3785.8,3894.2,3855.7,3816.8,3799.1,3760.9,3825.4,3719.2,3762.5,3700.7,3842,3737.2,3631.2,3666.4,3682.6,3671.7,3641.4,3620.6,3576.2,3697.7,3529.9,3619.3,3657.5,3590.2,3583.6,3467.4,3657.4,3593.8,3586.2,3507.5,3570.4,3613.4,3449.8,3506.5,3478.1,3475.2,3508,3442.2,3459.9,3463.5,3455.9,3417.9,3355.9,3352.2,3393.1,3327.9,3350.9,3403.5,3388,3354.8,3316,3230.1,3277.2,3319.3,3275,3284.2,3182.2,3194,3180.2,3163.4,3178.3,3166.7,3191.6,3113.5,3078.8,3193.6,3173,3187.5,3248.5,3213.7,3215.1,3138.3,3061.4,3046.2,2988.3,3116.9,3089.4,3128.3,3133.8,3030.5,2997.4,3029.9,3036.5,2997.3,3055.1,2997.7,3065.3,2970.2,3088.1,2942.4,3040.4,3010,3048.1,2985.4,3021.4,2943.6,2989.5,3002,2953.6,2963,2851.2,2911,2948.1,3004.9,3004.3,2953.7,2963.9,2989.9,2984.1,2992.6,2905.3,2937.6,2948.5,2883.6,2948.3,2878.7,2912.7,2885.4
RCP4.5,	HASTINGS,4410.9,4460.7,4588.5,4573.6,4502.5,4511.3,4451,4521,4411.5,4423.5,4419.5,4543.1,4410.4,4309.7,4339.2,4350.4,4362.7,4318.1,4285.6,4238.8,4374.6,4207.5,4295.8,4331.3,4263.7,4235,4126,4307.1,4257.7,4238.5,4153.3,4214.6,4247.9,4104.7,4167.3,4117.1,4137.4,4172.8,4089.9,4126.8,4101.2,4109.6,4089.1,3994,3987.4,4047.6,3959.6,3961.7,4061.8,4038.7,4006.5,3965.4,3846.6,3904.1,3964.7,3905,3929.2,3779.1,3813.7,3801.6,3795.1,3815,3771.8,3799.6,3740.6,3669.7,3808.6,3783.1,3817.1,3876.6,3819.3,3820.9,3734.5,3679.2,3651.2,3582.1,3717.2,3693.4,3753.6,3754.2,3614.3,3581.1,3614.9,3616.3,3581.9,3667.1,3568.6,3652.4,3549.5,3721.9,3542.3,3635.9,3595.4,3635.3,3570.3,3598.9,3518.6,3577.3,3581.3,3555.5,3535.7,3442.9,3482.7,3539.5,3626.8,3589.4,3545.5,3547.1,3559.4,3544.7,3578.9,3477.5,3517.5,3542.7,3462.5,3528.5,3463.9,3497.2,3473.8
RCP4.5,	HURON,3954.2,4028.1,4135.5,4107.5,4060.9,4042.6,4003.8,4070,3960.9,3997.6,3932.2,4090,3962.4,3859,3900.4,3909.6,3904.3,3873.9,3848.9,3793,3933.2,3760.1,3843.6,3876.2,3813,3810.1,3692.4,3877.8,3824.3,3806.9,3724.4,3783.7,3835.2,3672.8,3732.3,3688.4,3700.1,3719.2,3663.9,3680.4,3674.5,3672.6,3637.5,3555.7,3558.4,3598.1,3538.2,3557.5,3610.9,3596.8,3561.3,3526.3,3425.2,3482.2,3520.2,3479.6,3492.3,3380.1,3403.1,3382.3,3366.6,3383.2,3357.9,3388.8,3313.1,3262,3385.6,3363.8,3378.5,3446.1,3405.3,3399.5,3318.4,3251.3,3230.4,3186,3314.5,3274.8,3316.6,3320.3,3222.3,3185.8,3218.2,3219.6,3186.6,3233.1,3178.6,3240.1,3152.4,3269.1,3120.9,3218.2,3198.4,3235,3172.2,3195.2,3130.9,3171,3186.5,3128,3140.9,3025.6,3085.6,3123.4,3180.2,3180.7,3131.9,3147.1,3170.6,3169.8,3175.1,3079.8,3111.3,3126.2,3061.1,3129.8,3058,3091.8,3061.5
RCP4.5,	Island-county-stat,4865,4994.7,5078.9,5072.9,5020.8,5002.7,4970.1,5034.3,4944.7,4889.3,4881.4,5080.8,4915.1,4770.8,4833.1,4845.6,4822.5,4816,4772.8,4699.4,4935.8,4694.3,4765.5,4795.5,4777.9,4685.5,4616.5,4771.3,4770.1,4708.6,4606.1,4693.6,4754,4604.9,4682.3,4588,4623.6,4633.7,4566.9,4626.8,4579.1,4613.6,4527.3,4422.8,4439.6,4489.2,4389,4444.9,4537.8,4525.1,4477.8,4446.9,4257.2,4333.6,4398.4,4364.7,4380.6,4227.8,4300,4271.2,4228.2,4295.5,4213.9,4249.4,4189.3,4077.8,4213.7,4212.4,4229.8,4341,4237.6,4248.4,4181,4103.7,4061.4,4055.2,4173.7,4124.9,4180.3,4164.3,4075.7,4025.8,4033.9,4023.4,4045.6,4036.5,3945.5,4036.9,3975.7,4150.2,3947.5,4059.5,4028.3,4053.7,4004.4,3982.5,3943.7,3983.5,3986.1,3968.2,3963.5,3844.7,3878.9,3924.2,4047.6,4003.3,3954.3,3981.1,3977.2,3991.6,4011.7,3862.5,3943,3967,3876.2,3925.4,3862.9,3920,3903.5
RCP4.5,	KENORA,6970.4,7159.9,7248.9,7176.4,7108.1,7139.5,7076.5,7087,7068.8,6955.4,6931.8,7172.5,7006.2,6839.6,6976.8,7000.6,6959.9,6899.5,6869.6,6758.7,7052.5,6752.2,6795.6,6760.7,6870.4,6685.2,6761.2,6785.2,6840.9,6749.1,6667.5,6723.1,6739.2,6697.5,6772.1,6597.2,6647.4,6732.9,6675.2,6770.8,6627.1,6661.3,6512.7,6382.5,6481.6,6489.4,6371.6,6458.6,6590.9,6591.5,6536.1,6485.5,6167.9,6305.6,6367.3,6319.3,6367.4,6181.6,6333.2,6288.6,6175.3,6252.6,6144.5,6199.9,6160.6,6057.5,6174.4,6206.4,6197.3,6281.6,6109.8,6142.8,6146.1,6057.6,5984.6,6035.7,6127.7,6049.7,6084.8,6039.2,5974.3,5932.4,5923.9,5913.4,6021,5842.2,5712.3,5871.4,5902.7,5989.4,5838.9,5925,5891.8,5907.8,5847.6,5853.5,5824.1,5811.8,5878.4,5833.9,5815.9,5714.3,5745.5,5768.7,5910.6,5840.2,5856.9,5880,5760.3,5804.9,5840.8,5699.7,5852.8,5892.6,5781,5772.6,5679.3,5765.6,5778.1
RCP4.5,	KENT,3524.1,3605.5,3681.7,3653.8,3624.6,3582.9,3561.7,3634.5,3528.6,3579.6,3497,3653.1,3539.9,3432.3,3474.8,3491.2,3468.8,3441.6,3435.3,3371.1,3509.4,3340.4,3426.5,3467.8,3394.8,3399,3276.4,3471.5,3405,3410.6,3321.7,3395.4,3431,3262.9,3316.6,3290.4,3286,3317.3,3260.8,3273.9,3273.9,3271.8,3231.5,3168.5,3167.8,3195.8,3146.5,3175.8,3221.1,3200.6,3168,3131.9,3047.4,3098,3134.6,3093.7,3103.9,3013.4,3017.3,3010.6,2990.1,3005.2,3001,3022.9,2930.3,2908.8,3020.7,3000.2,3004.2,3086.3,3049.6,3043.4,2961.5,2882.9,2862.9,2825.5,2960.3,2908.2,2950.7,2961.2,2869.2,2843.1,2864.1,2875.5,2832.8,2879.9,2838.6,2905.4,2802,2912.5,2781.4,2878,2852.1,2890.9,2829.5,2851,2787.3,2821.1,2840,2792.6,2800.9,2675,2747.5,2771.8,2831,2833.1,2780.9,2805.5,2835.1,2834.1,2825.3,2734.8,2774.8,2781.1,2722.3,2779.3,2709.1,2745.5,2711.5
RCP4.5,	LAMBTON,3628.1,3711.9,3796.4,3766.6,3732.8,3698,3670.7,3748.8,3637.6,3685.1,3601.4,3763.2,3642.7,3533.6,3577.5,3592.5,3576.9,3546.2,3535.2,3470.8,3610.6,3441.2,3526.8,3563.8,3494.3,3498.1,3376.8,3571.2,3504.7,3505.8,3416.2,3490.1,3532.7,3361.9,3418.9,3383.9,3383.6,3411.6,3355,3368.2,3366.9,3364.2,3321.8,3258,3256.4,3288,3235.1,3265.8,3311.8,3292.7,3258.4,3221,3128.4,3184.5,3220.5,3180.5,3191.4,3093.5,3102.9,3095.2,3074.3,3088.9,3075.8,3103.3,3013.3,2986,3099.9,3079.7,3088.3,3164.5,3128.1,3120,3038.3,2958,2940.4,2901.1,3039.9,2987.4,3029.3,3039.9,2943.8,2911.3,2938.9,2949.7,2907.4,2955.7,2908.3,2972.7,2871.1,2987.6,2848.5,2948.9,2924.7,2960.4,2897.2,2921,2855.5,2895.6,2912,2862.7,2873.3,2746.9,2817,2842.2,2900.7,2904.3,2853.6,2876.6,2903.5,2903.2,2896.8,2803.6,2842.2,2850,2789.9,2853.3,2780,2819.2,2783.2
RCP4.5,	LANARK,4348.5,4390.6,4525.6,4513.9,4438.8,4443.9,4386.3,4452,4353.4,4361.7,4370.3,4478.3,4339.1,4252.4,4273.3,4285.3,4308.6,4256.4,4224,4177.8,4308.6,4143.1,4234.5,4271,4197.8,4161.7,4071.1,4237.6,4192.1,4173.2,4091.6,4155.6,4174.1,4045.2,4106.1,4051.5,4084.3,4115.6,4026.3,4069.7,4035.3,4051.8,4031.6,3940.4,3930.2,3993.5,3902.1,3890.3,4007.4,3979.4,3949.4,3910.5,3784.5,3843.7,3908,3841.7,3870.2,3721,3747.4,3748.5,3746.8,3758.4,3713.1,3730.7,3685.1,3613.8,3745.7,3725.3,3765,3823.9,3758.5,3761.6,3676.9,3620.3,3594.1,3521.5,3664.2,3639.5,3698.8,3701.5,3546.8,3523.5,3553.2,3557.5,3528.2,3607.3,3511.1,3597.7,3489.2,3669.9,3491.3,3577.4,3531.1,3575.1,3511.1,3541.1,3455,3515,3522.5,3508.4,3475.1,3393.4,3421.5,3477.3,3568.5,3526.8,3490.3,3499,3498.8,3477.7,3519.3,3413.8,3461.4,3488.8,3410.5,3467.8,3409.2,3445.5,3416.3
RCP4.5,	LEEDSandGRENVILLE,4168,4202,4336.1,4321.8,4248.4,4252.2,4199.6,4258.9,4168.5,4181.3,4182.2,4288.9,4155.7,4068.6,4088.8,4096.2,4129.7,4067.2,4038.5,3995.3,4119.2,3955.8,4048.4,4087.6,4014.7,3979.5,3889.6,4057.6,4001.6,3993.4,3914.4,3971.4,3992.4,3862,3919.7,3873.8,3901.3,3936.2,3842.4,3880.7,3853.3,3863.8,3845.4,3767.8,3754.6,3820.1,3726.3,3716.2,3824.7,3795.9,3764.4,3726.2,3612.2,3667.6,3725.3,3664.5,3689.6,3549.4,3571.4,3573.4,3569.5,3577,3540.9,3557.7,3510.4,3445.8,3572.6,3555,3595.4,3644.3,3583.9,3591.5,3508.2,3447.1,3424,3346.5,3490.7,3468.6,3520.1,3526,3376.5,3353.8,3387.2,3389.7,3357.4,3438.8,3347.1,3432.5,3321.4,3495.2,3322.7,3407.8,3360.7,3408.5,3342.6,3372.7,3288.3,3347.1,3354.3,3339.9,3305.6,3228.5,3254.5,3309.8,3396.4,3356.5,3322.5,3330.5,3330.2,3307.6,3349.6,3249.8,3296.6,3318,3243.7,3298.6,3242.4,3279.3,3251.8
RCP4.5,	LENNOXandADDINGTON,4280.9,4325.6,4451.4,4436.7,4366.2,4374.4,4316.5,4382.5,4279.7,4291.4,4289.3,4406.6,4275.8,4179.1,4208,4217.2,4233.3,4189.2,4157.1,4112.8,4241.8,4075.4,4166.3,4201.9,4134,4103.5,4001.3,4176.8,4127.4,4111.1,4027.5,4087,4117,3978.1,4041.9,3992.8,4012.8,4049.1,3962.2,3999.1,3974.7,3983.7,3964.4,3875.4,3866.8,3927.3,3839,3839,3939.3,3916.2,3884.8,3843.2,3728.3,3784,3843.5,3784.4,3810.1,3664.3,3692.8,3688.2,3680.7,3696.3,3658,3681.1,3625.1,3557.4,3692.9,3667.2,3700.6,3758,3703.4,3706.3,3621.5,3565.3,3538.1,3467.1,3603.8,3581.3,3639.7,3640.1,3501,3470.1,3504.3,3504.2,3471.8,3554.7,3459.4,3542.4,3440.6,3610.3,3433,3523.6,3481.4,3524.8,3460,3489.1,3409.2,3465.9,3470.8,3449.1,3424.1,3336.9,3373.7,3429.5,3515.1,3476.4,3436.6,3439.7,3448.4,3434.7,3467.5,3368.7,3409.7,3434.3,3354.6,3418,3356.6,3389.7,3366.8
RCP4.5,	MANITOULIN,4584.8,4688.5,4792,4799.2,4725.7,4706,4677,4741.6,4637.1,4598.6,4603.4,4782.2,4617.8,4490.2,4538.3,4541.2,4538.6,4526.6,4489,4424.9,4623.4,4419,4485,4524.4,4480.9,4415.3,4332.9,4493.7,4479.5,4441.7,4342.2,4418.4,4458.6,4323.3,4396.9,4310.1,4357.6,4357.8,4281.4,4339.5,4294,4335.6,4285.9,4176.2,4179.7,4232.2,4141.6,4180.8,4262.4,4255.6,4209.3,4184.6,4016,4092.7,4146.7,4108.3,4129.5,3966.3,4035.7,4002.2,3992.7,4034.1,3960,3994.6,3950.8,3834,3961.7,3958.3,3980,4084.1,4000.3,4008,3926.2,3866,3822,3794.5,3913.2,3890.3,3943.6,3909.1,3817.1,3795.8,3794.5,3790.3,3795.2,3831.5,3732.7,3813.5,3734.4,3912,3723.5,3823.8,3788.7,3810.7,3770.8,3754.2,3712.8,3753.3,3757.5,3724.2,3728.4,3621.6,3649.8,3704.1,3808.6,3780.8,3719.5,3750.4,3748,3756,3763.4,3643.6,3705.5,3716.8,3637.3,3702.1,3654.9,3689.6,3669.5
RCP4.5,METROPOLITAN-TORONTO,3851.6,3913.3,4023.8,3996.3,3952.8,3938,3898.1,3960.7,3851.9,3884.9,3843.9,3980.8,3867,3758.1,3792.3,3808.4,3805.2,3771.8,3744.7,3701.4,3837.6,3658.7,3746.5,3784.8,3719.7,3704.4,3585,3776.7,3723.6,3713.4,3627.5,3687.1,3734.8,3575.2,3640.8,3600.4,3602.1,3638.9,3566.8,3586,3585.3,3582.9,3544.6,3477.8,3469.7,3521,3441.3,3467.9,3534.6,3519,3478.4,3444.3,3344.1,3388.9,3443.8,3398.8,3406.5,3298.4,3310.4,3302.2,3279.8,3300.9,3284.9,3307.5,3242.4,3187,3311.1,3285.4,3306.5,3371.4,3325.1,3334.3,3256.3,3177.2,3160.2,3099.3,3226.9,3205.2,3247.9,3256.9,3144.5,3111.7,3142.4,3142.4,3112.9,3171.3,3105.6,3177.7,3079.9,3218.1,3057.2,3158.8,3126.7,3157.6,3100.3,3131.9,3050.7,3107.2,3109.3,3070.2,3074.9,2961,3018.7,3063.6,3136.7,3116.7,3070.7,3076.4,3102.5,3092.7,3110,3014,3045.4,3066.7,2988.6,3059.9,2989.8,3028.7,3002
RCP4.5,	MIDDLESEX,3701.8,3777.1,3871.5,3840.8,3801.8,3773.2,3741.7,3813,3705.6,3751.7,3673.1,3830,3712.8,3605,3648.6,3660.2,3648.6,3617.6,3603.7,3546,3679.1,3510.3,3598,3632,3563.6,3567.9,3445.3,3638.5,3574,3570.5,3484.1,3554,3596.3,3428.9,3487.3,3452.1,3454.7,3479.2,3423.8,3437.3,3435.5,3433.1,3391.7,3325.1,3326.7,3357.6,3305.1,3331.6,3379,3361.3,3327,3290.5,3199.4,3252,3289.6,3249,3258.3,3160.6,3170.1,3158.4,3141,3153.1,3143.3,3167.2,3082.3,3051.7,3167.7,3144.7,3157.1,3227.6,3193.8,3184.4,3105.3,3030.2,3008.1,2966.2,3100.8,3056.1,3097.3,3103.4,3008.1,2974.9,3004.9,3015.4,2972.7,3024.2,2972.4,3036.6,2940.2,3051.7,2913.6,3011,2988.4,3026.3,2962.5,2988.8,2922,2959.1,2977.4,2926.4,2935.2,2817.3,2881.2,2912.2,2968.4,2969.9,2919.7,2940.8,2966,2965.5,2966.2,2872.3,2906.1,2914.1,2854.4,2919.5,2847.7,2883.8,2850.8
RCP4.5,	MUSKOKA,4615.3,4679.3,4805.8,4793.9,4711.9,4726,4655.5,4735.4,4620.1,4623.8,4619.5,4764.6,4615.3,4509.6,4544.4,4561.5,4558.4,4527.6,4487.2,4436.8,4590.4,4411.7,4496,4530.7,4467.4,4430.5,4320.4,4510.3,4470.9,4433,4343.7,4412.7,4452.9,4296.6,4363.6,4312,4331.4,4364.3,4281.6,4325.1,4305.4,4306.8,4281.5,4176.1,4167.9,4228.6,4146.7,4149.6,4249.5,4227.9,4189.9,4159.5,4023,4088.1,4144.8,4080.6,4111.9,3949,3998.9,3977.6,3971.6,3995.3,3944.3,3982.6,3923.7,3834.7,3975.6,3953,3984.2,4058.9,3997.9,3999.6,3906.7,3852.1,3819.1,3757.5,3890.1,3863.3,3923.4,3920,3789.1,3749.7,3784.7,3781.5,3747.6,3824.5,3726.1,3811.6,3711.3,3885.7,3698.5,3801.8,3766.6,3804.2,3741.6,3761.6,3687.7,3741.2,3749.7,3707.8,3701.4,3601.7,3641.8,3698.8,3788.5,3756.3,3710.8,3712.3,3724.5,3722.6,3750.3,3640.1,3676,3702.6,3627.4,3692.8,3629.5,3660.5,3636
RCP4.5,	NIAGARA,3615.9,3673.6,3777.9,3748.6,3707.3,3682.7,3650.2,3713,3613.5,3654.3,3593,3732.4,3629.7,3519,3555.2,3570,3562.5,3532,3507.7,3463.5,3589.8,3420.7,3514.2,3547.3,3482.3,3477,3353.2,3546.3,3484.6,3480.9,3396.5,3461.5,3499.8,3340.9,3397.4,3370,3361.8,3398.1,3333.4,3351.5,3350.3,3346.5,3312.1,3249.8,3246.4,3286.8,3215.9,3245.6,3298.6,3284.3,3246.9,3204.5,3120.6,3170.3,3212.3,3167.8,3180.5,3080.5,3083.8,3076.5,3062.3,3073.9,3065.4,3086.9,3011.1,2974.1,3092.1,3070.4,3086.8,3147.3,3108.4,3111.7,3037.1,2958,2940.4,2879.1,3011.9,2985.5,3024.1,3035.5,2926.8,2896.7,2924.8,2934.5,2896.9,2955.4,2895.6,2968.6,2868.2,2989.8,2846.3,2943,2906.8,2948,2887.9,2916.7,2841.6,2889.9,2901.9,2856.5,2857.6,2752,2809.6,2848.7,2908.8,2903.3,2850.5,2868.8,2890.4,2883.1,2890.6,2805.5,2836.3,2850.8,2782.6,2848.7,2780.6,2811.5,2790.3
RCP4.5,	NIPISSING,5099,5188.5,5311.7,5301.7,5216.2,5233.2,5156.8,5247.1,5127.5,5107.9,5134.6,5276,5104.9,5001.7,5037.2,5065.6,5055.2,5024.7,4977.2,4918.6,5102.8,4904.6,4991,5023,4960.7,4901.4,4818,4996.3,4970.2,4919.6,4827,4914.5,4928.6,4792.8,4865.5,4786.7,4833.5,4850.9,4771.3,4834.4,4789.2,4811.9,4765.8,4648,4651.4,4718.9,4620,4622.7,4748.5,4711.6,4670.9,4646.2,4474,4553,4625.2,4555.3,4595.9,4407.7,4469.5,4440.3,4457.4,4478.7,4398.7,4446.4,4395.3,4286.3,4434.4,4412.4,4452.5,4542.6,4462,4455.2,4370.6,4312.1,4272.4,4217.4,4352.8,4327.3,4397,4380.6,4231.2,4203.6,4225.2,4229.3,4198.2,4274.3,4156.1,4249.5,4149.2,4346,4157.5,4263.9,4206.5,4252.5,4186.4,4202.7,4133.4,4192,4199.2,4163.8,4147.3,4053.1,4079.7,4148.3,4243,4206.6,4153.9,4176.2,4163.2,4162.6,4192.9,4077,4125.2,4159.5,4070.8,4134.1,4075.3,4096.1,4086
RCP4.5,	NORTHUMBERLAND,4084,4126.7,4252,4232.3,4171.3,4172.1,4124.8,4177.3,4081.3,4098.3,4083.3,4204.1,4088.9,3984.6,4018.9,4024.3,4036.2,4000.1,3969.5,3929.9,4052.9,3890.3,3970.9,4011.1,3945.3,3922.5,3819.6,3993.2,3944.9,3926.4,3845.2,3900.4,3944,3799.4,3858.7,3819.1,3834.2,3863.5,3788.3,3814.7,3799,3803.3,3781.7,3703.3,3695.5,3751.2,3669.3,3683.1,3753.8,3742.8,3709.3,3671.8,3568.7,3620.5,3669.5,3621.8,3635.4,3507.6,3539.1,3528.2,3511.2,3525.9,3501.3,3528.8,3470.4,3409.7,3532.8,3510.2,3533.2,3584.7,3545,3550.5,3471.9,3413.3,3390,3325.7,3445.2,3428.3,3476.9,3472.6,3360.5,3326.1,3361.3,3358.5,3331.4,3403,3319.4,3394,3302,3448.8,3285.2,3373.1,3338.8,3377.1,3321.4,3348.3,3270,3321.9,3325.9,3296.2,3281.6,3195.6,3235.4,3288.3,3360.7,3332,3293.1,3293.3,3308.9,3300.8,3318.9,3232.9,3266.6,3287.2,3209.2,3276.2,3217.5,3248.6,3227.1
RCP4.5,	OTTAWA-CARLTON,4414.4,4452.9,4596.5,4581.7,4508.3,4507.8,4455.9,4518.2,4420.7,4426.4,4441.9,4551.5,4400.3,4321.5,4339.8,4352,4381.6,4321.5,4289.7,4244.8,4371.5,4216.9,4300.8,4336.6,4263.5,4221.1,4138.8,4302.2,4259.4,4232.5,4159.9,4221.4,4240.6,4116.4,4173.1,4116.9,4153.6,4185.7,4090.9,4139.5,4099.4,4117.2,4101.1,4010.4,3997.6,4062.1,3965.8,3953.6,4075.2,4045.2,4017.4,3982.2,3848.1,3908.2,3973.1,3908,3936.5,3786.2,3812.3,3816.4,3816.8,3823.7,3779.1,3794,3755.9,3677.3,3806.1,3788.6,3831.9,3896.8,3821.7,3826.6,3742.2,3689.9,3659.7,3585.4,3730.8,3708.1,3762,3767.6,3607.4,3588.3,3615.1,3624.4,3596.7,3673,3571.4,3657.7,3548.5,3736.7,3563.1,3644.1,3591.1,3638.2,3572.1,3602.6,3516.5,3576.8,3585.6,3575.6,3534.3,3463.7,3482.8,3539.9,3632.7,3589.4,3552.9,3567.6,3560.6,3535.5,3580.6,3476.7,3524.2,3550.8,3475.2,3532,3473.8,3510.9,3478.6
RCP4.5,	OXFORD,3764.3,3831.7,3934.3,3901,3858.7,3835.5,3800.7,3869.4,3760.7,3805.9,3734.1,3885.7,3774.7,3668.6,3710.2,3720.4,3709.8,3678.6,3664,3612.5,3737.3,3570.3,3657.9,3691.9,3626.9,3627.2,3508.3,3697.6,3634.3,3628,3546.5,3610.8,3653.9,3487.4,3545.6,3513.2,3517.3,3541.5,3484.1,3497.7,3497.2,3493.1,3453.8,3390.1,3389.6,3423.3,3367.7,3391.5,3437.7,3422.7,3390.3,3352.6,3266.1,3316.6,3351.6,3310.6,3318.3,3220.2,3232.6,3217.4,3200.7,3213.2,3202.1,3226.9,3145.8,3115.4,3230.6,3207.4,3222.1,3284.8,3253.8,3244.6,3169.2,3096.1,3075.1,3027.7,3156.3,3119.4,3161,3163.5,3069.3,3033.4,3066.6,3074.7,3033.1,3086.8,3032.2,3097.9,3005.1,3113.8,2974.2,3069.5,3046.6,3083.8,3021.2,3055,2982.6,3020.9,3037.5,2984.8,2995.6,2883.4,2944.1,2976.6,3030.6,3033.5,2985.8,2998.7,3024.6,3022.4,3028,2937,2966.9,2976.2,2917.8,2981.1,2912,2945.1,2915.9
RCP4.5,	PARRY-SOUND,4798.3,4879.2,4999.2,4992.6,4908.5,4922.7,4845.8,4935.4,4818.4,4803.5,4815.8,4965.7,4803,4692.1,4732.2,4754,4744.3,4716.2,4674.6,4617.1,4792.5,4597.1,4686.1,4719.6,4657,4604,4508.7,4697.1,4660.1,4617.5,4525.4,4605.4,4635.6,4484.3,4559.5,4490.7,4523.6,4544.6,4463.2,4519.1,4491.2,4502.8,4462.8,4349.3,4344.3,4412.3,4319.7,4328.4,4440.9,4414.3,4368.4,4347.3,4186.1,4260.6,4321.7,4257.2,4292.5,4114.8,4173.6,4148.2,4155.6,4176.8,4109.1,4155.2,4097.6,3994.4,4138.3,4119.7,4153.9,4243.9,4172.1,4170.7,4075.6,4020.4,3977.2,3923.4,4061.8,4034.4,4100.6,4087.5,3951.8,3915.3,3946.6,3941.9,3907.7,3986.5,3879.2,3969.1,3867.8,4056.9,3867,3973.8,3925.7,3964.6,3906.6,3917.3,3846.8,3901.4,3911.5,3872.2,3862.5,3763.9,3799.7,3856.8,3953.9,3922,3874,3880.7,3883.3,3886.4,3910.9,3794.4,3839.5,3869.3,3786.6,3848.7,3793.6,3818,3799
RCP4.5,	PEEL,3974.1,4038,4149.4,4116.5,4073,4062.5,4014.5,4085.4,3972.3,4009.1,3959.6,4101.4,3983.6,3878.3,3911.1,3929,3920.6,3886.8,3863,3814.6,3948,3769,3860.8,3894.5,3832,3819.9,3702.8,3895.8,3837.9,3822.5,3741.1,3802.2,3847.5,3682.7,3746.1,3708.2,3712,3742.5,3674.5,3693.7,3697.5,3687.3,3651.4,3576.4,3572.3,3622,3548.1,3571.5,3633.6,3616.3,3579.6,3545.3,3444.2,3496,3540.2,3491.4,3506.4,3389.6,3409.9,3396.1,3374.9,3395.2,3370.8,3402.7,3332.1,3281.5,3401.3,3380,3397.8,3461.6,3422,3423.5,3342,3265.5,3251.8,3191.8,3321.2,3293.5,3335.1,3343,3230.3,3195,3228.1,3230.3,3196,3256.4,3190.4,3258.5,3162.8,3298.1,3136.9,3239.6,3208.5,3244,3184.5,3217.1,3136.7,3186.9,3196,3148.2,3156.3,3040.8,3100.6,3141.9,3208.1,3201.8,3151.7,3154.3,3186.9,3174.9,3192,3097,3127,3145.7,3074.6,3142.1,3072.4,3107.9,3079.9
RCP4.5,	PERTH,3919,3988.1,4097.7,4064.5,4018.8,4001.3,3960.7,4029.3,3916.5,3960.3,3892.3,4046.5,3927.3,3824,3862.3,3873.4,3864.4,3832.8,3812.5,3759.4,3892.3,3719.5,3806.4,3839,3776.9,3774.3,3655.8,3842.9,3785.3,3772.2,3690.6,3748.8,3796.9,3631.5,3691.2,3652.9,3662.8,3684.7,3627,3641.1,3640.3,3634,3598.4,3523.7,3524.4,3563.5,3504.4,3522.8,3573.9,3558.5,3526.3,3489.8,3394.9,3448.2,3483.8,3442.8,3452.7,3346.2,3365.6,3347.6,3331.1,3345.2,3325.6,3354.5,3276.3,3234.8,3355,3332.1,3347.3,3410.5,3375.9,3368.2,3288.1,3218.2,3199.7,3151.1,3279.8,3242,3282.4,3286.4,3189,3152,3186.7,3189.6,3151.5,3203.8,3147.7,3210.7,3120.6,3233.9,3088.7,3186.6,3165.7,3202.6,3137.8,3169,3098,3136.8,3154.2,3097.9,3110,2995.5,3055.5,3091.4,3146.9,3149.9,3101.9,3111.6,3140.2,3134.6,3144.7,3050.8,3078.9,3091.5,3030.3,3097.4,3025.8,3059,3028.6
