ID,Longitude,Latitude
302,-87.75,55.375
303,-87.625,55.375
304,-87.5,55.375
305,-87.375,55.375
306,-87.25,55.375
307,-87.125,55.375
308,-87,55.375
309,-86.875,55.375
310,-86.75,55.375
311,-86.625,55.375
312,-86.5,55.375
313,-86.375,55.375
314,-86.25,55.375
315,-86.125,55.375
316,-86,55.375
317,-85.875,55.375
318,-85.75,55.375
319,-85.625,55.375
320,-85.5,55.375
321,-85.375,55.375
322,-85.25,55.375
323,-85.125,55.375
324,-91.5,55.25
325,-91.375,55.25
326,-91.25,55.25
327,-91.125,55.25
328,-91,55.25
329,-90.875,55.25
330,-90.75,55.25
331,-90.625,55.25
332,-90.5,55.25
333,-90.375,55.25
334,-90.25,55.25
335,-90.125,55.25
336,-90,55.25
337,-89.875,55.25
338,-89.75,55.25
339,-89.625,55.25
340,-89.5,55.25
341,-89.375,55.25
342,-89.25,55.25
343,-89.125,55.25
344,-89,55.25
345,-88.875,55.25
346,-88.75,55.25
347,-88.625,55.25
348,-88.5,55.25
349,-88.375,55.25
350,-88.25,55.25
351,-88.125,55.25
352,-88,55.25
353,-87.875,55.25
354,-87.75,55.25
355,-87.625,55.25
356,-87.5,55.25
357,-87.375,55.25
358,-87.25,55.25
359,-87.125,55.25
360,-87,55.25
361,-86.875,55.25
362,-86.75,55.25
363,-86.625,55.25
364,-86.5,55.25
365,-86.375,55.25
366,-86.25,55.25
367,-86.125,55.25
368,-86,55.25
369,-85.875,55.25
370,-85.75,55.25
371,-85.625,55.25
372,-85.5,55.25
373,-85.375,55.25
374,-85.25,55.25
375,-85.125,55.25
376,-85,55.25
377,-84.875,55.25
378,-84.75,55.25
379,-84.625,55.25
380,-84.5,55.25
381,-84.375,55.25
382,-84.25,55.25
383,-84.125,55.25
384,-84,55.25
385,-83.875,55.25
386,-83.75,55.25
387,-83.625,55.25
388,-91.75,55.125
389,-91.625,55.125
390,-91.5,55.125
391,-91.375,55.125
392,-91.25,55.125
393,-91.125,55.125
394,-91,55.125
395,-90.875,55.125
396,-90.75,55.125
397,-90.625,55.125
398,-90.5,55.125
399,-90.375,55.125
400,-90.25,55.125
401,-90.125,55.125
402,-90,55.125
403,-89.875,55.125
404,-89.75,55.125
405,-89.625,55.125
406,-89.5,55.125
407,-89.375,55.125
408,-89.25,55.125
409,-89.125,55.125
410,-89,55.125
411,-88.875,55.125
412,-88.75,55.125
413,-88.625,55.125
414,-88.5,55.125
415,-88.375,55.125
416,-88.25,55.125
417,-88.125,55.125
418,-88,55.125
419,-87.875,55.125
420,-87.75,55.125
421,-87.625,55.125
422,-87.5,55.125
423,-87.375,55.125
424,-87.25,55.125
425,-87.125,55.125
426,-87,55.125
427,-86.875,55.125
428,-86.75,55.125
429,-86.625,55.125
430,-86.5,55.125
431,-86.375,55.125
432,-86.25,55.125
433,-86.125,55.125
434,-86,55.125
435,-85.875,55.125
436,-85.75,55.125
437,-85.625,55.125
438,-85.5,55.125
439,-85.375,55.125
440,-85.25,55.125
441,-85.125,55.125
442,-85,55.125
443,-84.875,55.125
444,-84.75,55.125
445,-84.625,55.125
446,-84.5,55.125
447,-84.375,55.125
448,-84.25,55.125
449,-84.125,55.125
450,-84,55.125
451,-83.875,55.125
452,-83.75,55.125
453,-83.625,55.125
454,-83.5,55.125
455,-83.375,55.125
456,-83.25,55.125
457,-83.125,55.125
458,-83,55.125
459,-82.875,55.125
460,-82.75,55.125
461,-82.625,55.125
462,-82.5,55.125
463,-82.375,55.125
464,-82.25,55.125
465,-91.875,55
466,-91.75,55
467,-91.625,55
468,-91.5,55
469,-91.375,55
470,-91.25,55
471,-91.125,55
472,-91,55
473,-90.875,55
474,-90.75,55
475,-90.625,55
476,-90.5,55
477,-90.375,55
478,-90.25,55
479,-90.125,55
480,-90,55
481,-89.875,55
482,-89.75,55
483,-89.625,55
484,-89.5,55
485,-89.375,55
486,-89.25,55
487,-89.125,55
488,-89,55
489,-88.875,55
490,-88.75,55
491,-88.625,55
492,-88.5,55
493,-88.375,55
494,-88.25,55
495,-88.125,55
496,-88,55
497,-87.875,55
498,-87.75,55
499,-87.625,55
500,-87.5,55
501,-87.375,55
502,-87.25,55
503,-87.125,55
504,-87,55
505,-86.875,55
506,-86.75,55
507,-86.625,55
508,-86.5,55
509,-86.375,55
510,-86.25,55
511,-86.125,55
512,-86,55
513,-85.875,55
514,-85.75,55
515,-85.625,55
516,-85.5,55
517,-85.375,55
518,-85.25,55
519,-85.125,55
520,-85,55
521,-84.875,55
522,-84.75,55
523,-84.625,55
524,-84.5,55
525,-84.375,55
526,-84.25,55
527,-84.125,55
528,-84,55
529,-83.875,55
530,-83.75,55
531,-83.625,55
532,-83.5,55
533,-83.375,55
534,-83.25,55
535,-83.125,55
536,-83,55
537,-82.875,55
538,-82.75,55
539,-82.625,55
540,-82.5,55
541,-82.375,55
542,-82.25,55
543,-92.125,54.875
544,-92,54.875
545,-91.875,54.875
546,-91.75,54.875
547,-91.625,54.875
548,-91.5,54.875
549,-91.375,54.875
550,-91.25,54.875
551,-91.125,54.875
552,-91,54.875
553,-90.875,54.875
554,-90.75,54.875
555,-90.625,54.875
556,-90.5,54.875
557,-90.375,54.875
558,-90.25,54.875
559,-90.125,54.875
560,-90,54.875
561,-89.875,54.875
562,-89.75,54.875
563,-89.625,54.875
564,-89.5,54.875
565,-89.375,54.875
566,-89.25,54.875
567,-89.125,54.875
568,-89,54.875
569,-88.875,54.875
570,-88.75,54.875
571,-88.625,54.875
572,-88.5,54.875
573,-88.375,54.875
574,-88.25,54.875
575,-88.125,54.875
576,-88,54.875
577,-87.875,54.875
578,-87.75,54.875
579,-87.625,54.875
580,-87.5,54.875
581,-87.375,54.875
582,-87.25,54.875
583,-87.125,54.875
584,-87,54.875
585,-86.875,54.875
586,-86.75,54.875
587,-86.625,54.875
588,-86.5,54.875
589,-86.375,54.875
590,-86.25,54.875
591,-86.125,54.875
592,-86,54.875
593,-85.875,54.875
594,-85.75,54.875
595,-85.625,54.875
596,-85.5,54.875
597,-85.375,54.875
598,-85.25,54.875
599,-85.125,54.875
600,-85,54.875
601,-84.875,54.875
602,-84.75,54.875
603,-84.625,54.875
604,-84.5,54.875
605,-84.375,54.875
606,-84.25,54.875
607,-84.125,54.875
608,-84,54.875
609,-83.875,54.875
610,-83.75,54.875
611,-83.625,54.875
612,-83.5,54.875
613,-83.375,54.875
614,-83.25,54.875
615,-83.125,54.875
616,-83,54.875
617,-82.875,54.875
618,-82.75,54.875
619,-82.625,54.875
620,-82.5,54.875
621,-82.375,54.875
622,-82.25,54.875
623,-92.25,54.75
624,-92.125,54.75
625,-92,54.75
626,-91.875,54.75
627,-91.75,54.75
628,-91.625,54.75
629,-91.5,54.75
630,-91.375,54.75
631,-91.25,54.75
632,-91.125,54.75
633,-91,54.75
634,-90.875,54.75
635,-90.75,54.75
636,-90.625,54.75
637,-90.5,54.75
638,-90.375,54.75
639,-90.25,54.75
640,-90.125,54.75
641,-90,54.75
642,-89.875,54.75
643,-89.75,54.75
644,-89.625,54.75
645,-89.5,54.75
646,-89.375,54.75
647,-89.25,54.75
648,-89.125,54.75
649,-89,54.75
650,-88.875,54.75
651,-88.75,54.75
652,-88.625,54.75
653,-88.5,54.75
654,-88.375,54.75
655,-88.25,54.75
656,-88.125,54.75
657,-88,54.75
658,-87.875,54.75
659,-87.75,54.75
660,-87.625,54.75
661,-87.5,54.75
662,-87.375,54.75
663,-87.25,54.75
664,-87.125,54.75
665,-87,54.75
666,-86.875,54.75
667,-86.75,54.75
668,-86.625,54.75
669,-86.5,54.75
670,-86.375,54.75
671,-86.25,54.75
672,-86.125,54.75
673,-86,54.75
674,-85.875,54.75
675,-85.75,54.75
676,-85.625,54.75
677,-85.5,54.75
678,-85.375,54.75
679,-85.25,54.75
680,-85.125,54.75
681,-85,54.75
682,-84.875,54.75
683,-84.75,54.75
684,-84.625,54.75
685,-84.5,54.75
686,-84.375,54.75
687,-84.25,54.75
688,-84.125,54.75
689,-84,54.75
690,-83.875,54.75
691,-83.75,54.75
692,-83.625,54.75
693,-83.5,54.75
694,-83.375,54.75
695,-83.25,54.75
696,-83.125,54.75
697,-83,54.75
698,-82.875,54.75
699,-82.75,54.75
700,-82.625,54.75
701,-82.5,54.75
702,-82.375,54.75
703,-82.25,54.75
704,-92.5,54.625
705,-92.375,54.625
706,-92.25,54.625
707,-92.125,54.625
708,-92,54.625
709,-91.875,54.625
710,-91.75,54.625
711,-91.625,54.625
712,-91.5,54.625
713,-91.375,54.625
714,-91.25,54.625
715,-91.125,54.625
716,-91,54.625
717,-90.875,54.625
718,-90.75,54.625
719,-90.625,54.625
720,-90.5,54.625
721,-90.375,54.625
722,-90.25,54.625
723,-90.125,54.625
724,-90,54.625
725,-89.875,54.625
726,-89.75,54.625
727,-89.625,54.625
728,-89.5,54.625
729,-89.375,54.625
730,-89.25,54.625
731,-89.125,54.625
732,-89,54.625
733,-88.875,54.625
734,-88.75,54.625
735,-88.625,54.625
736,-88.5,54.625
737,-88.375,54.625
738,-88.25,54.625
739,-88.125,54.625
740,-88,54.625
741,-87.875,54.625
742,-87.75,54.625
743,-87.625,54.625
744,-87.5,54.625
745,-87.375,54.625
746,-87.25,54.625
747,-87.125,54.625
748,-87,54.625
749,-86.875,54.625
750,-86.75,54.625
751,-86.625,54.625
752,-86.5,54.625
753,-86.375,54.625
754,-86.25,54.625
755,-86.125,54.625
756,-86,54.625
757,-85.875,54.625
758,-85.75,54.625
759,-85.625,54.625
760,-85.5,54.625
761,-85.375,54.625
762,-85.25,54.625
763,-85.125,54.625
764,-85,54.625
765,-84.875,54.625
766,-84.75,54.625
767,-84.625,54.625
768,-84.5,54.625
769,-84.375,54.625
770,-84.25,54.625
771,-84.125,54.625
772,-84,54.625
773,-83.875,54.625
774,-83.75,54.625
775,-83.625,54.625
776,-83.5,54.625
777,-83.375,54.625
778,-83.25,54.625
779,-83.125,54.625
780,-83,54.625
781,-82.875,54.625
782,-82.75,54.625
783,-82.625,54.625
784,-82.5,54.625
785,-82.375,54.625
786,-82.25,54.625
787,-92.625,54.5
788,-92.5,54.5
789,-92.375,54.5
790,-92.25,54.5
791,-92.125,54.5
792,-92,54.5
793,-91.875,54.5
794,-91.75,54.5
795,-91.625,54.5
796,-91.5,54.5
797,-91.375,54.5
798,-91.25,54.5
799,-91.125,54.5
800,-91,54.5
801,-90.875,54.5
802,-90.75,54.5
803,-90.625,54.5
804,-90.5,54.5
805,-90.375,54.5
806,-90.25,54.5
807,-90.125,54.5
808,-90,54.5
809,-89.875,54.5
810,-89.75,54.5
811,-89.625,54.5
812,-89.5,54.5
813,-89.375,54.5
814,-89.25,54.5
815,-89.125,54.5
816,-89,54.5
817,-88.875,54.5
818,-88.75,54.5
819,-88.625,54.5
820,-88.5,54.5
821,-88.375,54.5
822,-88.25,54.5
823,-88.125,54.5
824,-88,54.5
825,-87.875,54.5
826,-87.75,54.5
827,-87.625,54.5
828,-87.5,54.5
829,-87.375,54.5
830,-87.25,54.5
831,-87.125,54.5
832,-87,54.5
833,-86.875,54.5
834,-86.75,54.5
835,-86.625,54.5
836,-86.5,54.5
837,-86.375,54.5
838,-86.25,54.5
839,-86.125,54.5
840,-86,54.5
841,-85.875,54.5
842,-85.75,54.5
843,-85.625,54.5
844,-85.5,54.5
845,-85.375,54.5
846,-85.25,54.5
847,-85.125,54.5
848,-85,54.5
849,-84.875,54.5
850,-84.75,54.5
851,-84.625,54.5
852,-84.5,54.5
853,-84.375,54.5
854,-84.25,54.5
855,-84.125,54.5
856,-84,54.5
857,-83.875,54.5
858,-83.75,54.5
859,-83.625,54.5
860,-83.5,54.5
861,-83.375,54.5
862,-83.25,54.5
863,-83.125,54.5
864,-83,54.5
865,-82.875,54.5
866,-82.75,54.5
867,-82.625,54.5
868,-82.5,54.5
869,-82.375,54.5
870,-92.875,54.375
871,-92.75,54.375
872,-92.625,54.375
873,-92.5,54.375
874,-92.375,54.375
875,-92.25,54.375
876,-92.125,54.375
877,-92,54.375
878,-91.875,54.375
879,-91.75,54.375
880,-91.625,54.375
881,-91.5,54.375
882,-91.375,54.375
883,-91.25,54.375
884,-91.125,54.375
885,-91,54.375
886,-90.875,54.375
887,-90.75,54.375
888,-90.625,54.375
889,-90.5,54.375
890,-90.375,54.375
891,-90.25,54.375
892,-90.125,54.375
893,-90,54.375
894,-89.875,54.375
895,-89.75,54.375
896,-89.625,54.375
897,-89.5,54.375
898,-89.375,54.375
899,-89.25,54.375
900,-89.125,54.375
901,-89,54.375
902,-88.875,54.375
903,-88.75,54.375
904,-88.625,54.375
905,-88.5,54.375
906,-88.375,54.375
907,-88.25,54.375
908,-88.125,54.375
909,-88,54.375
910,-87.875,54.375
911,-87.75,54.375
912,-87.625,54.375
913,-87.5,54.375
914,-87.375,54.375
915,-87.25,54.375
916,-87.125,54.375
917,-87,54.375
918,-86.875,54.375
919,-86.75,54.375
920,-86.625,54.375
921,-86.5,54.375
922,-86.375,54.375
923,-86.25,54.375
924,-86.125,54.375
925,-86,54.375
926,-85.875,54.375
927,-85.75,54.375
928,-85.625,54.375
929,-85.5,54.375
930,-85.375,54.375
931,-85.25,54.375
932,-85.125,54.375
933,-85,54.375
934,-84.875,54.375
935,-84.75,54.375
936,-84.625,54.375
937,-84.5,54.375
938,-84.375,54.375
939,-84.25,54.375
940,-84.125,54.375
941,-84,54.375
942,-83.875,54.375
943,-83.75,54.375
944,-83.625,54.375
945,-83.5,54.375
946,-83.375,54.375
947,-83.25,54.375
948,-83.125,54.375
949,-83,54.375
950,-82.875,54.375
951,-82.75,54.375
952,-82.625,54.375
953,-82.5,54.375
954,-82.375,54.375
955,-93,54.25
956,-92.875,54.25
957,-92.75,54.25
958,-92.625,54.25
959,-92.5,54.25
960,-92.375,54.25
961,-92.25,54.25
962,-92.125,54.25
963,-92,54.25
964,-91.875,54.25
965,-91.75,54.25
966,-91.625,54.25
967,-91.5,54.25
968,-91.375,54.25
969,-91.25,54.25
970,-91.125,54.25
971,-91,54.25
972,-90.875,54.25
973,-90.75,54.25
974,-90.625,54.25
975,-90.5,54.25
976,-90.375,54.25
977,-90.25,54.25
978,-90.125,54.25
979,-90,54.25
980,-89.875,54.25
981,-89.75,54.25
982,-89.625,54.25
983,-89.5,54.25
984,-89.375,54.25
985,-89.25,54.25
986,-89.125,54.25
987,-89,54.25
988,-88.875,54.25
989,-88.75,54.25
990,-88.625,54.25
991,-88.5,54.25
992,-88.375,54.25
993,-88.25,54.25
994,-88.125,54.25
995,-88,54.25
996,-87.875,54.25
997,-87.75,54.25
998,-87.625,54.25
999,-87.5,54.25
1000,-87.375,54.25
1001,-87.25,54.25
1002,-87.125,54.25
1003,-87,54.25
1004,-86.875,54.25
1005,-86.75,54.25
1006,-86.625,54.25
1007,-86.5,54.25
1008,-86.375,54.25
1009,-86.25,54.25
1010,-86.125,54.25
1011,-86,54.25
1012,-85.875,54.25
1013,-85.75,54.25
1014,-85.625,54.25
1015,-85.5,54.25
1016,-85.375,54.25
1017,-85.25,54.25
1018,-85.125,54.25
1019,-85,54.25
1020,-84.875,54.25
1021,-84.75,54.25
1022,-84.625,54.25
1023,-84.5,54.25
1024,-84.375,54.25
1025,-84.25,54.25
1026,-84.125,54.25
1027,-84,54.25
1028,-83.875,54.25
1029,-83.75,54.25
1030,-83.625,54.25
1031,-83.5,54.25
1032,-83.375,54.25
1033,-83.25,54.25
1034,-83.125,54.25
1035,-83,54.25
1036,-82.875,54.25
1037,-82.75,54.25
1038,-82.625,54.25
1039,-82.5,54.25
1040,-82.375,54.25
1041,-93.125,54.125
1042,-93,54.125
1043,-92.875,54.125
1044,-92.75,54.125
1045,-92.625,54.125
1046,-92.5,54.125
1047,-92.375,54.125
1048,-92.25,54.125
1049,-92.125,54.125
1050,-92,54.125
1051,-91.875,54.125
1052,-91.75,54.125
1053,-91.625,54.125
1054,-91.5,54.125
1055,-91.375,54.125
1056,-91.25,54.125
1057,-91.125,54.125
1058,-91,54.125
1059,-90.875,54.125
1060,-90.75,54.125
1061,-90.625,54.125
1062,-90.5,54.125
1063,-90.375,54.125
1064,-90.25,54.125
1065,-90.125,54.125
1066,-90,54.125
1067,-89.875,54.125
1068,-89.75,54.125
1069,-89.625,54.125
1070,-89.5,54.125
1071,-89.375,54.125
1072,-89.25,54.125
1073,-89.125,54.125
1074,-89,54.125
1075,-88.875,54.125
1076,-88.75,54.125
1077,-88.625,54.125
1078,-88.5,54.125
1079,-88.375,54.125
1080,-88.25,54.125
1081,-88.125,54.125
1082,-88,54.125
1083,-87.875,54.125
1084,-87.75,54.125
1085,-87.625,54.125
1086,-87.5,54.125
1087,-87.375,54.125
1088,-87.25,54.125
1089,-87.125,54.125
1090,-87,54.125
1091,-86.875,54.125
1092,-86.75,54.125
1093,-86.625,54.125
1094,-86.5,54.125
1095,-86.375,54.125
1096,-86.25,54.125
1097,-86.125,54.125
1098,-86,54.125
1099,-85.875,54.125
1100,-85.75,54.125
1101,-85.625,54.125
1102,-85.5,54.125
1103,-85.375,54.125
1104,-85.25,54.125
1105,-85.125,54.125
1106,-85,54.125
1107,-84.875,54.125
1108,-84.75,54.125
1109,-84.625,54.125
1110,-84.5,54.125
1111,-84.375,54.125
1112,-84.25,54.125
1113,-84.125,54.125
1114,-84,54.125
1115,-83.875,54.125
1116,-83.75,54.125
1117,-83.625,54.125
1118,-83.5,54.125
1119,-83.375,54.125
1120,-83.25,54.125
1121,-83.125,54.125
1122,-83,54.125
1123,-82.875,54.125
1124,-82.75,54.125
1125,-82.625,54.125
1126,-82.5,54.125
1127,-82.375,54.125
1128,-82.25,54.125
1129,-93.375,54
1130,-93.25,54
1131,-93.125,54
1132,-93,54
1133,-92.875,54
1134,-92.75,54
1135,-92.625,54
1136,-92.5,54
1137,-92.375,54
1138,-92.25,54
1139,-92.125,54
1140,-92,54
1141,-91.875,54
1142,-91.75,54
1143,-91.625,54
1144,-91.5,54
1145,-91.375,54
1146,-91.25,54
1147,-91.125,54
1148,-91,54
1149,-90.875,54
1150,-90.75,54
1151,-90.625,54
1152,-90.5,54
1153,-90.375,54
1154,-90.25,54
1155,-90.125,54
1156,-90,54
1157,-89.875,54
1158,-89.75,54
1159,-89.625,54
1160,-89.5,54
1161,-89.375,54
1162,-89.25,54
1163,-89.125,54
1164,-89,54
1165,-88.875,54
1166,-88.75,54
1167,-88.625,54
1168,-88.5,54
1169,-88.375,54
1170,-88.25,54
1171,-88.125,54
1172,-88,54
1173,-87.875,54
1174,-87.75,54
1175,-87.625,54
1176,-87.5,54
1177,-87.375,54
1178,-87.25,54
1179,-87.125,54
1180,-87,54
1181,-86.875,54
1182,-86.75,54
1183,-86.625,54
1184,-86.5,54
1185,-86.375,54
1186,-86.25,54
1187,-86.125,54
1188,-86,54
1189,-85.875,54
1190,-85.75,54
1191,-85.625,54
1192,-85.5,54
1193,-85.375,54
1194,-85.25,54
1195,-85.125,54
1196,-85,54
1197,-84.875,54
1198,-84.75,54
1199,-84.625,54
1200,-84.5,54
1201,-84.375,54
1202,-84.25,54
1203,-84.125,54
1204,-84,54
1205,-83.875,54
1206,-83.75,54
1207,-83.625,54
1208,-83.5,54
1209,-83.375,54
1210,-83.25,54
1211,-83.125,54
1212,-83,54
1213,-82.875,54
1214,-82.75,54
1215,-82.625,54
1216,-82.5,54
1217,-82.375,54
1218,-82.25,54
1219,-93.5,53.875
1220,-93.375,53.875
1221,-93.25,53.875
1222,-93.125,53.875
1223,-93,53.875
1224,-92.875,53.875
1225,-92.75,53.875
1226,-92.625,53.875
1227,-92.5,53.875
1228,-92.375,53.875
1229,-92.25,53.875
1230,-92.125,53.875
1231,-92,53.875
1232,-91.875,53.875
1233,-91.75,53.875
1234,-91.625,53.875
1235,-91.5,53.875
1236,-91.375,53.875
1237,-91.25,53.875
1238,-91.125,53.875
1239,-91,53.875
1240,-90.875,53.875
1241,-90.75,53.875
1242,-90.625,53.875
1243,-90.5,53.875
1244,-90.375,53.875
1245,-90.25,53.875
1246,-90.125,53.875
1247,-90,53.875
1248,-89.875,53.875
1249,-89.75,53.875
1250,-89.625,53.875
1251,-89.5,53.875
1252,-89.375,53.875
1253,-89.25,53.875
1254,-89.125,53.875
1255,-89,53.875
1256,-88.875,53.875
1257,-88.75,53.875
1258,-88.625,53.875
1259,-88.5,53.875
1260,-88.375,53.875
1261,-88.25,53.875
1262,-88.125,53.875
1263,-88,53.875
1264,-87.875,53.875
1265,-87.75,53.875
1266,-87.625,53.875
1267,-87.5,53.875
1268,-87.375,53.875
1269,-87.25,53.875
1270,-87.125,53.875
1271,-87,53.875
1272,-86.875,53.875
1273,-86.75,53.875
1274,-86.625,53.875
1275,-86.5,53.875
1276,-86.375,53.875
1277,-86.25,53.875
1278,-86.125,53.875
1279,-86,53.875
1280,-85.875,53.875
1281,-85.75,53.875
1282,-85.625,53.875
1283,-85.5,53.875
1284,-85.375,53.875
1285,-85.25,53.875
1286,-85.125,53.875
1287,-85,53.875
1288,-84.875,53.875
1289,-84.75,53.875
1290,-84.625,53.875
1291,-84.5,53.875
1292,-84.375,53.875
1293,-84.25,53.875
1294,-84.125,53.875
1295,-84,53.875
1296,-83.875,53.875
1297,-83.75,53.875
1298,-83.625,53.875
1299,-83.5,53.875
1300,-83.375,53.875
1301,-83.25,53.875
1302,-83.125,53.875
1303,-83,53.875
1304,-82.875,53.875
1305,-82.75,53.875
1306,-82.625,53.875
